#{"t_start": 1683883831.737597, "env_id": null}
r,l,t
-116.876888,1500,4.171533
-115.115329,1500,10.984216
-43.693137,572,12.441981
-106.584495,1500,18.57217
-0.201823,10,18.59415
-1.188657,12,18.624274
-28.27778,410,19.624528
-26.315013,440,20.639932
-6.061074,69,20.887119
-29.032544,468,24.465076
-41.930384,645,25.970653
-33.975942,561,27.28817
-10.883669,153,27.61349
-4.436553,51,27.72727
-3.65547,48,27.836167
-13.452298,231,28.486036
-3.987438,58,31.040339
-3.602646,53,31.15928
-21.969632,426,32.11214
-4.323115,87,32.298152
-7.164449,103,32.526273
-40.53308,712,34.196934
0.464198,17,34.232416
-1.234306,37,34.313813
-10.85098,150,34.636146
-3.2209,78,34.80173
-1.2,6,34.81494
-21.696603,438,38.415783
-1.786746,28,38.478667
-8.5327,149,38.801976
-1.4,7,38.818504
-4.995048,120,39.076716
-9.916111,222,39.557025
-2.883229,58,39.683597
-2.908633,56,39.806973
-2.331896,43,39.974609
-6.311798,95,40.213923
-0.494438,12,40.239568
-3.845326,95,40.474297
-2.101894,19,40.525014
-4.34807,68,40.682812
-1.589348,21,40.729493
-4.773244,109,40.969831
-7.166918,116,41.213902
-6.86927,138,41.534377
-5.924697,165,41.899369
-1.537691,13,41.928304
-1.998643,33,42.000836
-12.577662,237,42.588856
-12.135559,238,45.528914
-1.376731,10,45.551235
-5.166989,95,45.754394
-1.505438,29,45.817968
-0.774627,9,45.838249
-2.959817,75,45.99994
-5.895854,175,46.385735
-1.348738,29,46.458199
-11.646583,258,47.121201
-3.886623,114,47.411895
-2.299314,32,47.477251
-8.629041,216,47.962387
-1.899884,27,48.015446
-6.21293,129,48.286053
-3.608693,61,48.40872
-0.851853,25,48.46267
-2.813019,62,48.592315
-6.080465,117,48.836885
-2.691262,45,48.931881
-1.605552,49,49.030623
-4.627983,96,49.323167
-1.695269,13,49.348917
-2.074189,57,49.47204
-1.4,14,49.503221
-4.28973,85,49.714163
-5.123678,102,49.956984
-0.537858,16,49.990946
-1.598696,21,52.537912
-2.195494,91,52.734317
-1.852585,61,52.861132
-2.15141,44,52.953828
-1.09756,23,53.001552
-0.292477,10,53.022905
-3.066063,99,53.21909
-1.30818,26,53.273106
-2.779816,43,53.373623
-2.724114,57,53.49442
-0.933766,34,53.56624
-1.323043,28,53.624747
-3.405627,118,54.003663
-1.958461,50,54.158581
-0.183715,15,54.188331
-3.060979,52,54.297958
-1.305571,10,54.320372
-0.956626,26,54.388481
-0.631987,53,54.516909
-3.990582,95,54.728416
-2.66581,74,54.911987
-0.10364,16,54.947797
-1.948208,29,55.014384
0.017512,25,55.067936
-5.695976,181,55.45437
-1.163434,8,55.472036
-1.257251,8,55.488788
-8.844359,176,55.871399
-0.780014,31,55.937676
-6.068644,115,56.17827
-1.455237,27,56.253736
-1.699358,33,56.351299
-2.042394,24,56.460898
-0.863145,22,56.505793
-1.257559,15,56.543888
-2.756222,78,56.734399
-2.846784,86,56.921735
-2.939959,90,57.111081
-0.716987,24,57.183255
-0.887647,26,57.240231
-2.262116,127,59.957424
-2.48723,56,60.072429
-2.040749,97,60.29277
-1.272572,30,60.355237
-1.148569,24,60.407401
-1.84621,19,60.447567
-0.917979,26,60.499651
-2.028755,58,60.613653
-1.124992,19,60.651552
-1.769204,34,60.718164
-2.569654,124,61.007603
-1.932118,37,61.141094
-0.539059,40,61.225699
-2.500448,72,61.436386
-1.229118,34,61.510445
-0.350355,21,61.55224
-1.905344,35,61.623298
-1.921939,81,61.790898
-1.349407,18,61.824542
-1.406892,24,61.876068
-1.11482,32,61.938936
-3.420204,87,62.146987
-2.48089,59,62.268219
-1.991492,27,62.335569
0.128294,19,62.376648
0.507524,24,62.425615
-3.334916,87,62.601937
-0.564657,29,62.66175
-2.565081,47,62.755257
-1.199184,15,62.786562
-3.970614,80,62.956005
-3.050506,40,63.034225
-1.279017,64,63.168282
-2.033369,113,63.484498
-1.55971,23,63.535232
-0.449557,14,63.565711
-1.483607,44,63.683005
-0.617488,12,63.708027
-1.138025,25,63.76249
-1.36312,27,63.822348
-1.07436,40,63.905106
-0.980729,38,63.988589
-2.639392,59,64.111585
-0.206072,12,64.137797
-2.299291,38,64.218571
-3.778257,93,66.899983
-1.1,7,66.914869
-1.66002,74,67.070933
-2.705712,88,67.249179
-0.225865,10,67.276373
-0.847871,9,67.299336
-0.900243,37,67.386602
-1.239334,13,67.415105
-0.902795,17,67.45075
-0.788024,9,67.473004
-0.109803,51,67.581428
-1.074463,18,67.620346
-1.574994,74,67.776679
1.013158,61,67.939909
-1.733095,28,67.998143
-1.792465,28,68.087147
-0.172344,5,68.098159
-3.60747,63,68.259675
-1.119728,62,68.397181
-0.599403,57,68.539931
-1.317579,33,68.612815
-0.057582,19,68.653721
-0.663326,33,68.723135
-0.580181,16,68.756441
-1.742424,44,68.852173
-1.050334,13,68.879826
-1.102131,21,68.924837
-2.95943,76,69.081258
-0.873447,10,69.103039
-0.523381,9,69.122756
-2.23992,96,69.36576
-1.13606,40,69.451443
-1.625663,26,69.505414
-2.39181,112,69.737991
-0.872165,18,69.779582
-1.053373,23,69.828768
-1.343154,26,69.883038
-1.1,9,69.908239
-1.314189,40,69.991908
-0.686521,19,70.030693
-2.247725,127,70.373877
-0.729473,24,70.438283
0.075609,19,70.483097
-0.634707,21,70.534968
-2.113721,75,70.695592
-1.2,12,70.727061
0.068742,84,70.931364
-0.593891,47,71.026683
-2.407506,83,71.202189
0.643696,17,71.23669
-0.194434,37,71.338873
-0.633957,32,71.473886
-0.760147,39,74.047802
-1.893935,36,74.123762
-1.173755,33,74.191576
-1.572999,22,74.238726
-0.599256,11,74.261226
-1.085426,19,74.302363
-0.219944,27,74.358098
-1.644888,64,74.494473
-0.874214,53,74.6048
-0.35593,8,74.622018
-0.770579,30,74.689786
-1.329664,33,74.76246
-1.982399,32,74.829199
-2.282533,62,74.961749
-1.01202,25,75.045422
0.556083,37,75.122949
-1.204066,60,75.300164
-1.1,16,75.336669
-1.292309,24,75.384616
-1.473731,22,75.427714
-1.062284,47,75.560762
0.404351,51,75.666823
-1.226595,45,75.760719
-1.1,11,75.785621
-0.222772,27,75.840006
-0.18267,58,75.96098
-0.59659,36,76.037718
-0.924562,80,76.202272
-0.822003,53,76.334504
-0.696853,31,76.418101
-1.347002,77,76.590878
-0.485615,37,76.668444
-1.582471,54,76.785906
-2.399968,47,76.886219
-1.412081,37,76.963263
-1.560855,30,77.02483
-1.034049,21,77.066361
-1.305937,14,77.094295
-1.275145,27,77.14752
-0.756828,15,77.202768
-1.066159,14,77.231932
-0.199823,17,77.271567
-1.2,20,77.322977
-1.1,12,77.351219
-1.08407,60,77.534171
-1.26895,38,77.612038
-1.3,21,77.658143
-1.377209,99,77.89251
-0.32013,16,77.925129
-1.899825,21,77.971048
-0.024939,24,78.022389
-1,15,78.052649
0.827024,37,78.127656
-0.886466,95,78.323465
-1.199998,17,78.357878
0.372946,28,78.413475
-0.250965,27,78.470582
-1.495907,27,78.522987
-1.1,13,78.549907
-1.218772,32,81.098594
-0.300438,33,81.168774
-1.1,23,81.215622
-1.255497,11,81.239633
-1.403407,14,81.271223
-1.57004,30,81.337027
-1,29,81.397666
-1.492532,28,81.460779
-0.465883,12,81.487607
-1.347716,31,81.554128
-1.089038,19,81.598014
-1.2,16,81.632019
-1.321468,15,81.66323
-1.0977,14,81.693945
-1.044355,26,81.745402
-0.70881,16,81.780542
-1.637129,25,81.835414
0.459881,31,81.916568
-1,18,81.970633
-0.883248,42,82.059447
-1.081734,8,82.076367
-1,29,82.183598
-0.825148,31,82.255263
-1.2,19,82.297116
-1.049818,49,82.407498
-0.757139,64,82.540302
-1.211585,20,82.586958
-1.099915,25,82.661918
-1.039881,12,82.688356
0.70233,12,82.715615
-0.902266,30,82.784639
-0.883049,35,82.861009
-1.057626,53,82.969632
-1,15,83.00047
-1.699384,26,83.053074
-1.808393,30,83.114452
-1,15,83.145187
-0.669132,46,83.239189
-1.299953,26,83.295664
-1.380227,33,83.366382
-0.951423,23,83.414599
-1.578572,28,83.481122
-1.19917,21,83.554953
-1.323187,23,83.605913
-1.393804,46,83.702376
-1,19,83.740903
-0.586408,27,83.795272
-1.3,32,83.857555
-0.642285,27,83.915316
-1.444035,20,83.958849
-0.032174,17,83.995737
-1.295615,18,84.035273
-0.28373,14,84.063172
-1.270612,52,84.186962
-1,9,84.20806
-0.249048,32,84.287287
-0.578238,26,84.343601
-1.843719,53,84.52541
-0.292281,53,84.63771
-0.614282,32,84.702876
-1.508457,23,84.752379
-1.832875,30,84.840022
-0.320571,25,84.889406
-0.749334,22,84.936549
0.31276,55,85.054977
-0.42507,14,85.085805
-1.146535,30,85.149004
-0.199602,12,85.174193
-1.266241,58,85.293159
-0.797685,13,85.319576
-0.130673,37,85.395195
-1.196721,17,85.431073
-1.299988,27,85.486806
-0.202708,40,85.568367
-1.399266,27,85.627182
-1.057805,14,85.657823
-0.198526,42,88.25948
-0.400434,38,88.347533
-1.1,8,88.3641
-0.905242,45,88.459242
-1.1,10,88.481074
-1.299639,30,88.545561
-1,21,88.588614
-1.197224,29,88.644784
-1.013236,29,88.70161
-0.587622,44,88.793115
-1.297384,11,88.817793
0.293133,32,88.891752
-1.3,10,88.942375
-1.200666,33,89.020537
-1.132149,30,89.085752
-1,17,89.119631
-1.135116,19,89.186899
-1.399984,22,89.248672
-1.3,12,89.287687
-0.331834,20,89.330561
-1.399988,10,89.352273
-1.328118,15,89.387874
0.140017,37,89.473432
-1.1,22,89.533479
-0.450058,28,89.599438
-1.041588,27,89.657623
-1.399949,26,89.713589
-0.754972,22,89.760941
-0.876993,30,89.8266
-1.271612,26,89.883583
-1.224178,34,89.956135
-1,30,90.020244
-1.647451,35,90.091454
-1.298752,20,90.130781
-1.258107,20,90.171564
-0.589092,23,90.218614
-1,36,90.297338
-0.701902,14,90.327599
-0.813009,31,90.392724
-1.41366,42,90.475745
-1.630714,35,90.547872
-0.844405,52,90.656254
-0.020406,20,90.713968
-0.234226,83,90.915676
-1.1,11,90.938469
-0.596806,34,91.007211
-0.600591,33,91.074912
-0.354702,26,91.128823
-1.406239,23,91.221033
-1.399915,31,91.295008
-1.285108,33,91.364782
-1.492083,57,91.546922
-0.374009,27,91.601149
-1.343779,47,91.695658
-1.1,19,91.740628
-0.50749,38,91.829141
0.001755,33,91.908894
-0.47502,20,91.951237
-0.979317,19,91.991002
0.228372,43,92.078499
-1.577741,32,92.144384
-0.846987,68,92.289633
-0.419678,25,92.343415
-1.699999,26,92.395885
-1.395825,56,92.511905
-0.626005,66,92.648062
-1,16,92.680654
-0.436938,23,92.729439
-0.938942,27,92.788075
-1.099801,21,95.330553
0.256244,19,95.37135
-1.098742,30,95.43623
-0.032008,39,95.520515
-0.6271,14,95.550397
-0.425864,57,95.670873
-1.137792,24,95.723987
-1.04894,27,95.783441
-0.653094,10,95.804773
-0.810729,32,95.871207
-2.459311,66,96.03638
-0.451504,41,96.17146
-1.098816,23,96.220798
-0.150646,15,96.251476
-1,17,96.285716
-0.991881,27,96.342084
-1.09998,12,96.370233
-0.194056,13,96.40376
-1.3,14,96.445133
-0.953693,31,96.553951
-0.518355,31,96.619132
-1.881725,45,96.715527
-0.855268,58,96.840981
-1.295059,45,96.935037
0.788861,47,97.042409
-1.372579,21,97.085641
-1.375648,27,97.140761
-0.768904,48,97.236097
0.018394,25,97.292886
-1,24,97.352812
-1.399998,40,97.436756
-1.096513,30,97.500985
-1.489321,36,97.583394
-0.93801,21,97.631168
-0.533677,34,97.703877
-1.550546,31,97.771731
-0.931243,52,97.904768
-0.977675,33,97.971838
-0.324094,14,98.001992
-1.326596,23,98.049177
-0.055201,13,98.076026
-1.088601,19,98.115519
-1.278206,16,98.150256
-1.210254,67,98.328724
-1.301058,31,98.394548
-1.498796,25,98.459782
-0.515125,53,98.595522
-2.095796,33,98.665722
-1.28522,38,98.747746
-0.116385,15,98.779328
-1.2,25,98.851592
-1.010493,9,98.870963
-0.59603,34,98.94312
-1.307119,28,99.003726
-0.205589,32,99.067867
-1.343993,48,99.165159
-0.96995,28,99.221882
-1.697781,41,99.307906
-1.093417,12,99.334619
-0.915048,19,99.375098
0.160835,47,99.47238
-0.983298,24,99.523347
-0.94828,43,99.61102
0.281725,95,99.810486
-1.542629,47,102.462742
-1.172406,12,102.488347
-1,9,102.508345
0.463475,42,102.595893
-0.613886,20,102.638381
-1.277315,47,102.737958
-0.314186,15,102.769582
-0.513025,35,102.851543
-1.488039,26,102.905224
-1.077896,21,102.947771
-0.998622,16,103.004824
-1.160382,25,103.067017
-0.594155,13,103.095468
-1.666721,27,103.151081
-1.014585,25,103.208843
-0.450555,9,103.225523
-1.099785,14,103.254075
-1.283777,8,103.291959
-1.1,9,103.316887
-1.1,18,103.354995
-1.199697,8,103.372309
-1.199999,29,103.432666
-1,22,103.478097
-1.096601,23,103.537993
-1.173005,26,103.599716
-1.039431,15,103.631098
-0.72476,45,103.727523
-1.187574,30,103.789387
1.096027,55,103.906198
-0.477351,42,103.994222
-1.268875,17,104.031425
-0.694666,21,104.076306
0.088101,43,104.167507
-1.421608,50,104.270515
-0.851526,38,104.350978
-1.496447,28,104.407515
-1.199961,6,104.419945
-0.980912,45,104.511894
-1.3,46,104.609474
-1.314921,47,104.707184
-0.104656,19,104.745041
-1,11,104.767058
-1.1,15,104.80137
-0.906968,29,104.862046
-0.399063,20,104.928461
-1.277415,34,105.000927
-0.425996,22,105.048018
-1.1,7,105.062233
-0.1886,38,105.144243
-1.199997,23,105.191445
-1.469808,81,105.413381
-0.902912,18,105.458742
-0.701646,16,105.492193
-0.873994,35,105.565073
-1.09083,35,105.636949
-1,10,105.657413
0.280094,39,105.73856
-1.2,18,105.786623
0.617862,82,105.987194
-0.589166,36,106.062629
-1.2,16,106.095637
-2.269075,74,106.244824
-1.082263,58,106.378898
-0.242374,32,106.46546
-0.434238,30,106.527637
-1,24,106.578284
0.747641,33,106.648931
-0.716688,54,106.761688
-0.517157,29,106.822723
-0.603893,30,106.886659
-1.199976,18,106.92243
-0.481752,25,106.973701
-1.2,10,109.468733
0.274234,25,109.525544
-1,24,109.576585
-0.814734,47,109.674742
-1,13,109.701573
-0.579708,40,109.787028
-1.207606,57,109.926082
-1.1,10,109.946577
-1,22,110.000721
-0.095975,42,110.155864
-1.183476,24,110.204734
0.538995,11,110.227707
-1.293215,16,110.261932
-1.017045,47,110.368412
-1.426705,57,110.488993
-1.532822,25,110.564293
-0.058269,26,110.616825
0.493737,53,110.729555
-0.190816,17,110.767285
-1.1,23,110.815915
-0.489375,40,110.901423
-0.683015,70,111.054254
-1.288521,27,111.106249
-0.866807,49,111.215563
-0.925804,38,111.298699
-1.185192,50,111.435414
-1,10,111.461302
-1.502903,29,111.517766
0.11408,33,111.59702
-0.15967,37,111.671171
-1.166267,73,111.815173
-0.334793,59,111.941999
0.269777,33,112.032054
-0.971169,34,112.09923
-0.99337,41,112.184053
-1.059669,26,112.26388
-0.356111,41,112.352241
-0.413577,45,112.500336
-1.299735,33,112.570212
-1.1,16,112.604284
-1.1,14,112.632208
-1.792667,145,112.960075
-1,6,112.972908
-0.582603,27,113.02924
-0.264319,16,113.064048
-1.163251,36,113.133852
-1.272823,30,113.198813
-0.243622,23,113.24877
-1,22,113.301792
-0.060261,10,113.324628
-1.197998,27,113.382781
-0.659957,30,113.445013
-0.329757,14,113.471022
-1.025305,73,113.624057
-0.460837,21,113.667849
0.76981,17,113.702703
-0.386864,21,113.74756
-0.619608,28,113.811668
-1.3,18,113.849974
-1,13,113.879282
-1.1,18,113.916347
-0.55386,33,113.983635
0.708678,41,116.571186
-2.260405,69,116.721679
-1,11,116.744881
-1.169481,25,116.798829
-1,18,116.836608
-0.984704,32,116.903866
-1,19,116.946236
-0.936809,38,117.043035
-0.771244,91,117.277997
-0.159079,38,117.358242
-1.489464,56,117.475686
-1.3,24,117.527615
-0.760224,14,117.55844
-0.614477,28,117.628393
-1.099316,29,117.728158
-0.748774,51,117.837939
-1.009301,12,117.864379
-1.438527,33,117.92854
-1.299092,32,117.995391
-1.186352,16,118.030257
-1.464047,120,118.286068
-1.106379,37,118.363706
-0.792859,21,118.407666
-0.912394,24,118.456692
-1.102862,31,118.519861
-1,17,118.553655
-1.097904,17,118.589451
-1.115497,18,118.625742
0.087178,65,118.757717
-1.2,28,118.818114
-1.473742,48,118.919561
-1,17,118.955505
-1.478735,20,118.997334
-1.229402,32,119.086663
-1.574045,84,119.295522
0.610161,13,119.351125
-0.152434,28,119.416717
1.122998,45,119.509103
-0.234967,57,119.630513
-0.730847,37,119.706874
-1.3859,39,119.809368
-0.927669,40,119.899265
-0.441061,25,119.952506
-1.290228,43,120.043337
0.300921,54,120.152938
-1.199998,35,120.228268
-1.19536,25,120.280713
0.643571,70,120.431271
-0.067702,22,120.475607
-0.874787,23,120.522483
-0.352314,29,120.581439
-1,9,120.599737
-1.1,11,120.624148
0.621174,65,120.756957
-1.078533,19,120.804307
-1.033588,28,120.866579
-1,28,120.922827
-0.713605,33,120.988379
-1.1,12,121.013116
-1.09982,15,121.04388
-1.09995,22,121.090041
-0.507908,71,123.803169
-0.136223,22,123.860553
-0.731291,49,123.994821
0.511843,77,124.202169
-1.225875,53,124.317622
-0.702335,39,124.401528
-1.634298,80,124.572271
-1.130033,74,124.746933
-0.089644,21,124.792755
-1,14,124.820592
-0.977831,95,125.023121
-1.836028,97,125.228156
-1.288974,33,125.306165
-0.452645,65,125.445897
-1,18,125.482266
-1.590508,46,125.577872
-1,26,125.635949
0.225178,22,125.686559
-1.349963,40,125.766448
-1.36133,15,125.798138
-0.556302,26,125.850224
-0.955172,49,125.948724
-0.333059,22,125.992738
-0.806793,26,126.058142
-1.078909,13,126.093268
-1,29,126.178023
-0.320271,14,126.208615
-0.773489,52,126.328488
-0.334735,18,126.403046
-0.234093,86,126.612768
-0.074574,27,126.671349
0.466096,29,126.732882
0.817879,29,126.805034
-0.126056,21,126.878687
-1.299586,26,126.933548
0.60055,68,127.083225
0.602552,39,127.163782
-1.23329,34,127.233592
-1.231091,36,127.315481
-1,8,127.333658
-1,14,127.363215
-0.551543,15,127.396219
-0.692128,31,127.461238
-0.453984,20,127.501904
-1.46765,29,127.561762
0.332233,58,127.685344
0.115423,44,127.786702
-1,14,127.817152
0.606892,19,127.856867
-0.73493,54,127.969795
0.630115,12,127.994709
-0.223055,44,128.084256
-1,7,128.098967
-0.261815,14,128.127641
-1.133347,17,128.16401
-1.433086,38,128.245291
-0.761366,34,130.859932
-0.323,62,131.01601
-1,20,131.060707
-0.551489,58,131.236189
-1,16,131.302616
-1.144156,49,131.46225
-1.4,25,131.536467
-0.001923,13,131.566185
-1.097335,24,131.618632
1.095861,45,131.716579
-0.169811,25,131.807128
-0.632182,37,131.887228
-1.1,19,131.926562
-0.929313,14,131.956447
-0.968189,24,132.004593
-0.461251,26,132.063134
-1,8,132.079406
-1.29957,29,132.140062
-1.2,18,132.177222
-1,11,132.199027
-1.299988,20,132.243687
-1,13,132.275671
-0.372613,30,132.345453
-0.529942,20,132.384579
0.183071,36,132.458114
0.313147,32,132.525878
-0.370398,40,132.604241
1.246046,137,132.896016
-0.76264,12,132.922817
-1,28,132.982803
-0.419884,38,133.064039
-1,19,133.104318
-1.196281,22,133.150931
-0.57243,64,133.323341
-0.412267,117,133.650277
-0.558112,38,133.73021
-0.185441,13,133.756769
-1.198976,28,133.820162
-1.276848,50,133.933421
-0.316359,39,134.01602
-1,12,134.046703
-0.935563,24,134.121428
-0.586379,35,134.199557
-1,18,134.236455
-0.550152,106,134.488274
-1.027083,29,134.55308
-0.54624,26,134.609251
0.257336,99,134.819204
-0.872566,24,134.868879
-0.012866,20,134.910145
-1.489371,36,134.992515
-0.14413,25,135.046504
-0.510748,67,135.196472
-0.932012,34,135.273893
-0.629376,38,135.356694
-0.795911,71,135.499543
-0.397426,32,135.569396
-0.105367,18,138.23851
-1,13,138.286455
-0.558443,47,138.391664
-0.987808,51,138.557493
-1.193303,25,138.610983
-0.744993,23,138.663905
-0.293587,33,138.731771
0.321366,51,138.844683
-0.472332,26,138.900013
-0.639578,40,138.984599
-0.509868,209,139.464484
-0.429153,30,139.53012
1.06478,155,139.860137
-0.557025,16,139.891374
-0.721398,87,140.070038
-0.265034,27,140.128063
-0.384554,12,140.153894
-0.724875,55,140.271164
-0.33122,26,140.330038
-1.04851,11,140.354602
-1.199791,21,140.421284
-0.012436,56,140.538931
-1.160231,23,140.689844
0.191606,52,140.824547
0.23465,90,141.039514
-0.520104,94,141.228052
-0.280582,79,141.425439
-1.362752,46,141.544673
-0.119224,21,141.588868
-1.199817,26,141.646205
-1.098814,21,141.688808
-0.106944,25,141.739717
-0.453008,81,141.904532
0.084797,27,141.962041
0.123696,98,142.173673
0.829979,35,142.246764
-0.422441,43,142.335297
-0.137458,47,142.432627
-2.181863,107,142.657604
-0.208904,105,142.875166
-1,30,146.164289
-1,20,146.196902
-1,24,146.247528
-1,21,146.295648
-1,23,146.341249
-1,17,146.37801
-1,41,146.502915
-1,34,146.563948
-1,16,146.594508
-1,7,146.607244
